11849 11849
7771 1659 110
1659 4502 111
4502 206 93
206 5555 32
5555 7614 36
7614 8698 334
8698 5400 283
5400 11326 154
11326 2654 211
2654 1372 72
1372 7086 123
7086 8179 123
8179 2527 155
2527 1617 136
1617 7163 208
7163 6096 110
6096 9418 110
9418 2303 154
2303 18 110
18 6199 110
6199 2898 110
2898 10140 110
10140 2774 304
2774 10108 110
10108 2193 110
2193 9281 100
9281 1133 72
1133 472 110
472 7785 154
7785 10626 220
10626 9526 64
9526 3204 160
3204 3527 220
3527 8278 64
8278 4401 96
4401 3084 64
3084 6438 122
6438 7120 112
7120 11045 64
11045 9054 144
9054 2475 48
2475 2074 32
2074 11799 32
11799 3748 32
3748 11624 48
11624 122 64
122 3693 128
3693 9475 110
9475 1168 124
1168 8730 111
8730 6011 112
6011 2200 154
2200 4514 64
4514 3121 48
3121 10114 64
10114 3582 64
3582 11560 83
11560 7369 83
7369 5748 64
5748 1934 80
1934 1502 174
1502 1905 32
1905 4705 48
4705 9604 96
9604 6413 80
6413 4678 32
4678 1063 32
1063 2819 96
2819 4807 64
4807 4779 110
4779 5640 64
5640 3552 127
3552 858 64
858 11537 160
11537 9261 136
9261 628 80
628 7073 80
7073 3713 80
3713 10562 32
10562 1185 32
1185 6489 110
6489 8194 64
8194 8558 160
8558 6104 208
6104 7817 110
7817 376 112
376 8149 110
8149 10275 160
10275 7511 110
7511 3141 96
3141 3681 110
3681 11021 64
11021 3982 32
3982 1916 64
1916 3124 96
3124 11285 64
11285 2836 48
2836 8346 110
8346 9372 91
9372 9329 54
9329 2115 64
2115 4110 32
4110 1397 32
1397 6661 64
6661 6170 87
6170 8377 154
8377 5536 80
5536 3539 96
3539 11629 146
11629 854 96
854 4879 110
4879 4095 122
4095 7399 48
7399 1860 80
1860 8368 136
8368 4878 112
4878 2130 110
2130 2042 64
2042 6479 48
6479 3504 32
3504 4386 48
4386 3560 48
3560 10309 32
10309 6361 155
6361 2865 90
2865 7315 110
7315 5843 80
5843 3951 110
3951 11680 80
11680 6077 83
6077 10210 39
10210 7982 110
7982 4406 80
4406 8464 80
8464 2066 136
2066 6719 80
6719 2868 110
2868 3311 80
3311 1865 80
1865 11219 112
11219 11148 48
11148 10018 32
10018 4770 96
4770 67 96
67 8124 48
8124 6837 48
6837 2995 64
2995 3781 64
3781 11436 110
11436 5556 128
5556 1396 96
1396 9613 110
9613 3415 96
3415 7036 128
7036 6596 176
6596 10868 110
10868 4708 110
4708 1578 136
1578 10968 100
10968 4963 110
4963 690 112
690 9303 111
9303 5603 96
5603 12 192
12 2221 80
2221 10740 112
10740 4885 80
4885 7172 80
7172 9707 128
9707 1926 96
1926 5716 110
5716 2908 110
2908 10900 111
10900 168 140
168 8858 110
8858 10512 203
10512 2642 110
2642 6381 48
6381 7635 32
7635 10945 32
10945 11273 80
11273 6622 48
6622 8942 32
8942 3148 128
3148 7513 64
7513 5813 144
5813 4876 80
4876 7553 120
7553 11802 157
11802 11250 80
11250 10200 112
10200 814 144
814 10511 128
10511 151 111
151 2441 111
2441 1318 64
1318 11793 64
11793 7028 64
7028 3694 96
3694 7483 32
7483 5270 32
5270 2116 32
2116 2766 64
2766 5604 32
5604 8950 32
8950 7842 64
7842 4352 32
4352 4411 32
4411 9268 88
9268 11639 96
11639 6838 75
6838 8697 64
8697 4785 64
4785 5434 64
5434 3027 80
3027 7058 96
7058 10191 80
10191 7195 64
7195 8790 32
8790 2407 32
2407 2884 32
2884 5377 44
5377 3702 112
3702 6582 91
6582 191 80
191 6849 64
6849 5887 64
5887 1523 64
1523 3629 80
3629 38 110
38 8201 110
8201 3800 110
3800 11312 144
11312 8478 110
8478 3876 110
3876 1980 128
1980 11674 110
11674 1371 110
1371 6704 171
6704 1810 117
1810 9783 110
9783 8735 112
8735 8774 111
8774 3685 88
3685 2079 64
2079 2440 64
2440 10319 96
10319 11652 32
11652 6767 32
6767 7826 32
7826 7856 52
7856 2677 73
2677 10025 32
10025 1932 32
1932 5909 64
5909 9911 32
9911 11332 32
11332 10485 181
10485 11181 96
11181 2634 128
2634 9089 320
9089 6631 32
6631 10771 64
10771 6718 96
6718 4172 32
4172 6289 64
6289 224 64
224 544 152
544 6029 137
6029 7540 64
7540 5444 32
5444 9655 48
9655 11228 80
11228 7504 220
7504 8602 80
8602 9325 48
9325 6067 32
6067 7650 64
7650 2395 192
2395 6157 32
6157 3453 32
3453 5621 32
5621 8990 80
8990 9762 48
9762 6652 32
6652 9827 32
9827 1737 190
1737 6619 32
6619 6851 64
6851 5031 96
5031 3896 32
3896 3345 64
3345 3941 64
3941 6007 32
6007 240 32
240 11274 32
11274 4769 32
4769 680 32
680 6590 32
6590 2961 64
2961 2071 96
2071 2294 32
2294 6014 32
6014 11034 32
11034 7974 32
7974 10287 32
10287 11061 227
11061 2484 160
2484 4788 112
4788 79 48
79 5919 80
5919 8611 144
8611 2060 48
2060 2319 48
2319 7847 32
7847 8949 32
8949 7678 32
7678 3486 32
3486 8494 160
8494 6377 171
6377 4090 173
4090 6135 64
6135 7056 48
7056 5575 92
5575 5974 68
5974 904 68
904 461 32
461 5676 32
5676 2185 64
2185 3389 64
3389 3178 96
3178 9291 32
9291 9715 32
9715 5864 160
5864 8827 96
8827 485 32
485 2615 32
2615 4572 32
4572 6597 227
6597 10971 160
10971 1640 112
1640 6403 48
6403 666 80
666 349 115
349 6324 157
6324 1472 48
1472 8153 48
8153 2092 32
2092 1795 32
1795 2388 32
2388 5303 32
5303 6130 96
6130 7834 32
7834 11006 64
11006 2624 64
2624 3104 64
3104 6672 64
6672 4308 220
4308 9632 64
9632 4317 64
4317 6427 64
6427 6453 64
6453 10701 32
10701 4552 96
4552 1097 32
1097 7880 32
7880 5921 32
5921 5196 32
5196 2205 48
2205 9805 48
9805 8351 96
8351 6777 64
6777 6440 32
6440 9290 32
9290 411 48
411 44 112
44 7446 160
7446 888 245
888 4081 32
4081 11000 32
11000 1738 32
1738 5645 32
5645 8417 32
8417 6577 96
6577 2515 64
2515 10824 32
10824 9609 32
9609 8177 32
8177 7575 32
7575 7694 230
7694 4227 64
4227 9848 32
9848 6476 48
6476 11555 80
11555 1729 127
1729 2994 200
2994 8854 32
8854 10660 32
10660 9144 122
9144 4436 112
4436 3544 127
3544 6558 64
6558 3837 32
3837 1548 80
1548 10813 48
10813 4610 64
4610 8688 48
8688 7278 120
7278 9921 112
9921 9649 112
9649 5717 192
5717 1516 110
1516 6422 128
6422 10389 112
10389 5109 80
5109 4838 201
4838 4710 64
4710 623 32
623 1942 113
1942 9506 224
9506 10678 96
10678 5443 32
5443 185 96
185 10979 32
10979 4224 64
4224 5190 84
5190 9727 64
9727 3804 32
3804 504 111
504 6446 32
6446 7874 32
7874 2097 32
2097 3682 96
3682 2368 64
2368 2009 64
2009 3122 88
3122 2095 220
2095 1789 64
1789 5844 80
5844 9128 110
9128 6442 48
6442 6459 32
6459 5237 32
5237 6451 32
6451 4894 64
4894 9590 80
9590 10811 110
10811 1874 146
1874 4186 80
4186 7078 111
7078 484 122
484 4771 64
4771 3013 64
3013 1189 64
1189 5928 48
5928 10015 120
10015 7651 112
7651 1233 110
1233 466 48
466 9925 136
9925 930 48
930 7265 160
7265 2183 149
2183 2671 107
2671 7303 64
7303 7576 32
7576 949 48
949 10719 64
10719 702 48
702 9198 32
9198 2458 96
2458 1405 220
1405 2954 32
2954 4862 32
4862 7722 32
7722 4312 32
4312 6918 48
6918 469 64
469 6620 48
6620 8690 32
8690 1330 48
1330 11133 176
11133 1068 160
1068 5665 64
5665 4463 112
4463 10695 112
10695 9037 128
9037 5320 128
5320 4657 176
4657 4748 144
4748 9033 64
9033 3803 80
3803 9986 181
9986 3586 110
3586 4870 110
4870 9079 110
9079 3778 128
3778 3344 110
3344 438 110
438 5801 110
5801 7593 144
7593 4011 110
4011 2295 110
2295 4889 110
4889 57 112
57 6900 80
6900 6663 110
6663 4914 80
4914 3657 136
3657 3219 80
3219 6066 110
6066 3039 32
3039 1642 48
1642 9710 112
9710 11280 96
11280 7505 111
7505 968 164
968 9763 64
9763 3882 115
3882 7013 48
7013 6072 32
6072 2968 96
2968 4403 181
4403 3431 192
3431 1509 80
1509 10443 111
10443 7949 83
7949 4271 96
4271 9701 154
9701 7034 48
7034 5759 48
5759 8931 111
8931 7911 112
7911 16 110
16 5760 64
5760 9724 64
9724 1361 32
1361 416 32
416 8128 32
8128 1092 32
1092 1360 32
1360 1618 32
1618 2390 64
2390 3770 80
3770 7049 110
7049 9212 144
9212 692 64
692 10216 64
10216 9078 64
9078 3593 64
3593 1864 64
1864 11756 64
11756 7565 176
7565 9215 110
9215 3335 64
3335 8342 48
8342 2217 110
2217 4565 96
4565 6519 110
6519 11287 32
11287 6949 48
6949 11240 110
11240 2432 112
2432 8746 120
8746 6832 48
6832 9560 112
9560 8809 110
8809 7750 160
7750 10855 110
10855 6906 110
6906 2414 110
2414 2529 48
2529 9304 32
9304 4611 32
4611 10377 32
10377 5315 48
5315 670 64
670 6793 64
6793 8443 64
8443 10854 80
10854 736 80
736 6483 64
6483 3106 80
3106 8522 154
8522 11746 144
11746 1664 160
1664 9343 128
9343 85 112
85 5398 64
5398 5940 80
5940 10717 192
10717 2790 112
2790 8861 96
8861 4554 154
4554 4217 48
4217 318 48
318 7230 112
7230 5574 96
5574 4738 229
4738 750 110
750 955 112
955 2778 110
2778 4052 169
4052 6802 110
6802 2805 64
2805 10784 96
10784 2635 80
2635 4782 112
4782 11428 160
11428 647 96
647 3258 111
3258 1438 161
1438 1873 32
1873 3972 32
3972 4459 32
4459 8904 48
8904 2559 176
2559 7831 80
7831 5541 80
5541 10523 32
10523 6701 120
6701 4065 64
4065 9469 68
9469 7892 32
7892 4508 32
4508 6744 64
6744 9234 32
9234 460 96
460 10010 32
10010 7098 32
7098 4999 96
4999 3048 32
3048 4725 32
4725 1070 96
1070 8130 32
8130 9251 64
9251 7192 32
7192 165 96
165 8103 64
8103 425 32
425 10372 64
10372 5776 32
5776 10048 96
10048 3873 32
3873 9669 32
9669 3081 32
3081 1680 64
1680 6094 64
6094 4192 64
4192 7347 64
7347 8131 64
8131 11618 64
11618 9272 32
9272 1186 32
1186 9365 96
9365 3660 32
3660 3566 32
3566 11471 32
11471 2190 32
2190 11804 96
11804 6496 64
6496 8804 32
8804 10246 96
10246 135 32
135 1668 32
1668 5156 64
5156 2939 32
2939 201 32
201 1968 64
1968 5939 32
5939 11281 32
11281 10818 204
10818 5386 48
5386 8768 43
8768 1773 49
1773 1441 69
1441 7699 155
7699 280 136
280 2311 96
2311 5197 64
5197 5567 48
5567 8254 64
8254 6977 48
6977 7450 80
7450 359 127
359 2316 120
2316 1494 64
1494 6430 64
6430 9273 64
9273 3269 181
3269 11283 110
11283 8962 112
8962 8230 32
8230 10300 48
10300 9211 110
9211 556 139
556 4482 96
4482 4604 64
4604 931 127
931 3918 140
3918 4270 110
4270 9063 64
9063 9837 48
9837 3158 111
3158 6171 64
6171 2411 115
2411 2893 48
2893 5218 96
5218 11398 32
11398 9874 32
9874 4492 32
4492 1094 32
1094 1464 32
1464 10005 32
10005 9659 32
9659 3590 32
3590 1561 32
1561 8474 32
8474 9480 64
9480 4660 112
4660 8151 48
8151 8030 64
8030 7627 48
7627 8995 48
8995 9192 32
9192 10542 48
10542 4257 80
4257 5491 32
5491 10798 32
10798 1351 120
1351 2993 115
2993 4394 48
4394 2262 112
2262 4522 112
4522 9028 48
9028 8587 112
8587 2314 110
2314 7918 160
7918 3662 110
3662 7132 96
7132 8402 112
8402 6190 110
6190 7689 112
7689 4828 115
4828 8268 32
8268 2258 48
2258 4855 48
4855 612 80
612 11022 80
11022 6288 64
6288 8536 64
8536 2476 64
2476 8946 80
8946 9902 80
9902 2239 64
2239 408 32
408 6351 32
6351 956 32
956 2434 32
2434 7213 48
7213 3368 64
3368 4775 48
4775 10362 32
10362 4117 48
4117 8451 48
8451 3321 48
3321 7048 64
7048 1706 96
1706 1225 129
1225 11660 111
11660 11351 32
11351 5028 32
5028 5161 32
5161 5601 32
5601 10153 32
10153 7964 32
7964 11691 32
11691 691 32
691 3934 32
3934 5985 32
5985 8205 48
8205 11396 115
11396 6433 95
6433 10565 81
10565 1653 32
1653 9553 32
9553 8999 88
8999 11763 32
11763 9090 32
9090 8215 64
8215 1545 32
1545 700 32
700 10797 32
10797 5510 64
5510 3138 32
3138 3996 64
3996 847 91
847 9522 64
9522 9840 115
9840 106 110
106 4495 64
4495 9971 64
9971 10863 111
10863 11515 149
11515 4292 32
4292 1495 32
1495 6743 64
6743 9641 32
9641 4431 96
4431 124 128
124 11707 64
11707 3674 68
3674 4850 64
4850 8892 130
8892 7314 81
7314 6240 64
6240 25 80
25 1546 80
1546 10591 32
10591 6235 32
6235 6226 32
6226 10848 80
10848 6300 48
6300 10296 120
10296 5984 112
5984 2809 64
2809 817 123
817 6766 32
6766 3515 64
3515 1727 130
1727 10335 73
10335 7759 80
7759 6968 32
6968 9237 32
9237 9020 32
9020 4973 32
4973 4080 32
4080 9424 32
9424 4556 80
4556 7793 48
7793 8158 80
8158 1180 48
1180 8702 112
8702 6467 112
6467 7833 48
7833 3249 80
3249 4954 32
4954 5104 32
5104 9183 96
9183 11263 75
11263 8843 85
8843 9477 32
9477 1482 111
1482 32 32
32 7921 64
7921 6202 32
6202 5822 32
5822 6294 32
6294 7707 32
7707 903 64
903 10447 32
10447 3981 96
3981 9009 32
9009 6106 64
6106 2301 32
2301 2618 288
2618 820 96
820 5363 128
5363 7185 32
7185 9860 32
9860 8265 64
8265 8431 32
8431 6544 96
6544 10923 64
10923 1974 32
1974 284 64
284 7705 32
7705 11449 64
11449 6535 32
6535 6084 32
6084 324 96
324 3441 32
3441 6821 32
6821 10961 96
10961 27 32
27 6220 32
6220 5098 32
5098 5620 32
5620 8335 32
8335 4545 96
4545 5655 32
5655 8051 68
8051 11640 64
11640 8870 64
8870 3501 64
3501 3961 32
3961 2244 64
2244 9990 32
9990 8305 32
8305 9098 64
9098 3880 64
3880 2878 64
2878 11633 32
11633 3805 32
3805 3822 32
3822 2626 32
2626 4048 32
4048 4511 64
4511 1145 68
1145 2336 279
2336 9711 112
9711 5835 154
5835 972 48
972 7596 64
7596 5605 96
5605 9017 266
9017 344 64
344 4429 64
4429 1794 48
1794 7525 96
7525 5450 120
5450 4942 250
4942 5340 32
5340 502 32
502 10088 32
10088 663 32
663 8114 83
8114 2535 83
2535 7772 64
7772 9599 64
9599 6538 83
6538 3438 123
3438 6337 64
6337 11598 32
11598 8590 32
8590 3507 32
3507 1940 48
1940 9157 48
9157 840 111
840 10465 97
10465 1752 73
1752 5429 110
5429 8171 256
8171 1991 110
1991 10245 48
10245 2320 120
2320 6316 80
6316 8985 80
8985 11533 110
11533 1020 110
1020 7447 144
7447 2869 96
2869 3867 96
3867 3574 80
3574 7954 112
7954 7182 110
7182 5952 112
5952 5200 80
5200 2545 96
2545 11394 96
11394 11635 127
11635 5903 64
5903 5775 48
5775 10950 48
10950 4699 48
4699 6107 48
6107 2811 32
2811 10496 48
10496 10841 64
10841 3870 48
3870 9854 64
9854 2662 76
2662 11190 112
11190 4778 110
4778 3780 112
3780 11522 73
11522 3737 73
3737 7221 73
7221 2280 154
2280 1475 110
1475 1582 160
1582 3280 48
3280 10028 110
10028 4515 112
4515 8325 73
8325 6742 73
6742 10305 112
10305 1831 64
1831 1285 64
1285 4503 84
4503 6810 139
6810 3479 110
3479 5641 48
5641 7893 64
7893 1389 80
1389 5485 136
5485 6728 144
6728 5847 64
5847 4455 112
4455 11561 120
11561 1019 48
1019 2686 64
2686 7046 48
7046 1025 32
1025 6895 32
6895 8301 122
8301 9875 123
9875 4320 160
4320 11296 110
11296 3187 110
3187 4664 160
4664 5274 120
5274 4737 48
4737 2970 110
2970 2852 128
2852 8000 112
8000 3372 64
3372 11170 213
11170 10355 59
10355 4118 32
4118 4428 32
4428 4997 32
4997 4449 64
4449 7127 64
7127 11432 169
11432 295 84
295 6028 115
6028 10154 32
10154 9049 111
9049 9519 203
9519 7071 112
7071 8253 112
8253 8437 115
8437 2216 32
2216 6876 32
6876 4035 80
4035 7994 48
7994 9435 64
9435 10697 110
10697 3485 112
3485 9695 112
9695 4263 160
4263 9582 96
9582 9594 96
9594 2797 110
2797 5393 96
5393 2680 32
2680 7658 64
7658 6292 110
6292 11836 96
11836 3495 84
3495 4367 64
4367 8733 84
8733 6614 111
6614 9039 110
9039 4959 110
4959 10412 128
10412 9174 110
9174 553 84
553 10875 84
10875 2034 110
2034 2287 128
2287 10739 160
10739 8249 107
8249 3862 185
3862 2091 32
2091 5895 32
5895 2070 64
2070 9515 32
9515 8703 96
8703 4741 128
4741 5609 64
5609 7753 32
7753 11334 92
11334 853 54
853 6562 32
6562 7436 32
7436 4924 32
4924 6374 32
6374 4866 64
4866 7248 32
7248 6005 32
6005 10173 64
10173 7465 64
7465 8614 169
8614 2837 32
2837 5162 96
5162 94 232
94 9959 96
9959 7541 32
7541 7518 139
7518 8393 32
8393 5427 32
5427 4826 96
4826 3851 32
3851 5423 64
5423 10339 32
10339 3115 32
3115 8873 32
8873 4524 32
4524 7630 64
7630 1701 68
1701 753 96
753 7580 32
7580 6862 64
6862 4827 32
4827 5549 288
5549 1924 96
1924 6782 64
6782 6195 88
6195 7485 32
7485 1852 32
1852 2799 64
2799 7421 32
7421 9330 96
9330 8716 64
8716 10142 32
10142 694 64
694 6127 32
6127 1686 64
1686 2883 32
2883 5354 32
5354 6081 96
6081 3094 32
3094 608 32
608 4021 96
4021 1770 32
1770 4383 84
4383 4702 32
4702 9299 32
9299 9934 96
9934 10196 32
10196 673 64
673 772 32
772 7913 64
7913 9313 84
9313 9356 32
9356 3022 64
3022 1956 330
1956 3696 32
3696 6886 64
6886 1365 96
1365 1705 110
1705 5470 48
5470 5209 48
5209 9624 110
9624 4278 112
4278 4633 73
4633 4792 73
4792 10236 80
10236 1821 64
1821 7993 110
7993 9683 84
9683 1368 73
1368 10307 80
10307 246 136
246 60 110
60 3367 155
3367 6414 110
6414 1418 110
1418 11276 80
11276 5451 64
5451 7563 48
7563 5631 48
5631 10239 48
10239 7375 48
7375 7802 32
7802 5882 48
5882 10598 208
10598 11227 96
11227 3614 110
3614 11434 96
11434 2047 146
2047 3699 80
3699 8800 112
8800 2251 120
2251 6931 48
6931 5554 64
5554 749 64
749 621 64
621 380 32
380 3313 48
3313 11342 125
11342 8579 64
8579 953 64
953 6982 80
6982 1089 73
1089 11194 154
11194 7306 110
7306 5602 160
5602 7188 48
7188 3062 48
3062 7628 64
7628 3472 48
3472 7245 48
7245 3307 111
3307 6905 80
6905 10162 112
10162 1953 177
1953 10972 32
10972 323 54
323 7138 75
7138 662 111
662 4281 139
4281 282 112
282 4740 157
4740 2170 48
2170 2107 64
2107 3641 80
3641 7455 96
7455 2077 110
2077 8663 173
8663 9133 111
9133 6269 127
6269 656 64
656 4319 48
4319 9119 124
9119 10271 116
10271 2941 110
2941 4898 110
4898 8053 220
8053 4251 192
4251 11757 48
11757 7849 80
7849 1763 32
1763 2482 32
2482 4823 32
4823 7412 64
7412 10177 64
10177 3704 160
3704 1444 48
1444 4883 48
4883 10631 144
10631 2823 80
2823 11161 64
11161 958 112
958 11736 75
11736 2998 48
2998 3247 96
3247 2735 112
2735 6411 110
6411 2681 96
2681 11552 110
11552 1288 160
1288 9337 110
9337 4684 128
4684 3312 110
3312 8059 144
8059 7023 110
7023 5845 110
5845 11329 80
11329 10074 64
10074 3137 64
3137 11590 64
11590 7011 110
7011 8672 128
8672 4098 144
4098 11222 144
11222 7879 64
7879 2989 110
2989 6060 32
6060 649 32
649 6204 64
6204 10518 127
10518 11047 64
11047 10627 127
10627 2813 64
2813 2255 96
2255 2874 112
2874 1927 110
1927 11305 110
11305 3554 110
3554 9002 192
9002 6140 80
6140 11231 64
11231 11277 73
11277 11127 80
11127 2641 84
2641 6796 97
6796 3697 73
3697 6842 73
6842 1343 144
1343 9872 110
9872 2469 84
2469 8008 84
8008 10499 110
10499 8665 111
8665 9532 84
9532 2237 64
2237 11755 64
11755 4334 96
4334 5435 64
5435 11055 64
11055 638 96
638 5169 110
5169 302 96
302 6892 111
6892 1078 80
1078 9795 64
9795 10221 64
10221 10918 110
10918 1644 112
1644 10146 94
10146 7773 96
7773 11029 64
11029 9047 32
9047 3043 96
3043 1459 32
1459 2370 32
2370 7803 32
7803 6629 32
6629 4019 64
4019 10394 32
10394 10019 32
10019 1116 64
1116 8757 64
8757 9828 32
9828 5428 61
5428 3380 125
3380 2389 64
2389 4410 110
4410 6465 96
6465 789 64
789 2572 64
2572 6934 32
6934 6605 32
6605 7025 110
7025 7763 84
7763 5942 84
5942 8034 110
8034 7461 169
7461 6125 73
6125 5259 48
5259 11103 160
11103 11330 84
11330 7204 73
7204 9542 112
9542 4483 172
4483 11740 160
11740 3378 32
3378 36 64
36 5707 32
5707 4099 32
4099 9692 32
9692 2646 64
2646 2383 32
2383 1880 32
1880 2401 64
2401 9302 32
9302 5632 32
5632 136 96
136 11091 32
11091 4794 32
4794 3222 64
3222 7080 96
7080 371 32
371 6364 32
6364 10980 32
10980 320 96
320 2008 32
2008 4773 32
4773 11723 64
11723 4329 32
4329 3565 32
3565 5040 64
5040 6274 32
6274 3243 64
3243 9992 64
9992 9647 32
9647 6687 32
6687 1571 64
1571 6941 59
6941 5996 99
5996 6143 59
6143 8652 32
8652 9539 32
9539 2281 64
2281 1731 32
1731 13 32
13 37 32
37 5559 32
5559 11829 64
11829 3760 111
3760 1412 111
1412 8743 64
8743 9473 64
9473 10503 64
10503 2723 96
2723 5542 128
5542 211 110
211 4326 128
4326 7175 96
7175 10845 64
10845 1086 64
1086 5829 64
5829 6955 128
6955 7359 96
7359 7830 64
7830 11319 110
11319 2587 64
2587 1555 96
1555 9000 110
9000 4062 110
4062 9818 110
9818 9238 96
9238 7041 64
7041 7729 110
7729 631 64
631 5744 110
5744 9384 64
9384 7733 139
7733 11847 111
11847 10748 64
10748 10380 110
10380 3011 64
3011 11431 110
11431 4182 64
4182 8011 112
8011 2363 110
2363 10079 110
10079 2902 110
2902 4452 112
4452 918 64
918 29 110
29 389 64
389 9123 112
9123 7751 110
7751 10763 112
10763 1213 64
1213 58 111
58 9862 110
9862 946 110
946 1929 97
1929 2333 84
2333 5599 64
5599 10446 127
10446 188 64
188 4298 64
4298 5009 96
5009 4269 110
4269 5494 96
5494 8759 64
8759 8928 110
8928 293 64
293 1012 96
1012 10790 128
10790 6722 110
6722 3418 75
3418 8452 112
8452 6700 96
6700 3541 84
3541 11718 64
11718 9400 128
9400 6019 110
6019 844 84
844 10026 84
10026 6113 96
6113 369 96
369 5723 96
5723 11647 110
11647 9003 32
9003 9627 64
9627 11735 64
11735 6360 146
6360 409 32
409 6966 128
6966 10942 160
10942 6532 112
6532 10693 111
10693 1209 64
1209 2016 64
2016 4697 64
4697 1785 32
1785 10299 32
10299 6868 48
6868 2072 48
2072 933 110
933 4653 110
4653 4489 110
4489 4200 128
4200 141 110
141 2871 64
2871 3439 64
3439 10137 110
10137 5404 144
5404 10752 110
10752 223 73
223 1777 73
1777 7475 110
7475 6388 192
6388 1628 80
1628 1771 110
1771 3736 84
3736 7246 84
7246 3731 64
3731 8080 73
8080 3587 97
3587 6510 97
6510 8032 110
8032 8989 80
8989 3250 144
3250 10602 110
10602 7512 73
7512 6495 73
6495 6920 110
6920 4181 177
4181 10117 52
10117 5147 55
5147 10782 32
10782 625 64
625 4375 154
4375 4189 128
4189 1390 32
1390 7089 32
7089 11068 68
11068 11566 111
11566 5705 32
5705 7330 32
7330 8841 81
8841 990 86
990 4618 48
4618 6501 48
6501 2808 48
2808 4252 32
4252 4208 32
4208 2554 111
2554 5346 139
5346 9556 169
9556 10341 64
10341 8447 64
8447 7861 110
7861 1814 64
1814 6212 64
6212 6932 144
6932 999 110
999 5172 80
5172 10150 32
10150 4648 32
4648 7063 133
7063 11709 75
11709 5440 64
5440 10615 111
10615 8848 110
8848 1452 160
1452 1867 76
1867 729 134
729 1014 80
1014 607 110
607 522 165
522 6891 110
6891 755 110
755 11376 80
11376 7770 128
7770 9243 110
9243 11081 110
11081 11778 154
11778 11706 110
11706 11491 110
11491 462 127
462 10497 64
10497 9645 80
9645 4112 64
4112 10371 64
10371 2093 64
2093 1238 48
1238 4416 64
4416 5078 110
5078 10665 110
10665 6217 110
6217 9084 110
9084 4964 110
4964 10956 112
10956 2449 110
2449 4 110
4 2765 110
2765 4038 110
4038 4636 128
4636 4079 110
4079 6201 110
6201 8416 110
8416 11255 110
11255 9999 110
9999 7259 128
7259 4488 112
4488 7283 146
7283 117 111
117 6553 64
6553 6050 96
6050 4114 96
4114 2128 64
2128 11742 112
11742 8160 140
8160 5841 110
5841 9262 96
9262 10509 110
10509 2914 128
2914 10001 64
10001 2031 110
2031 8169 64
8169 2835 110
2835 1998 32
1998 9362 32
9362 2595 48
2595 7261 48
7261 6385 64
6385 10076 64
10076 1284 32
1284 10741 32
10741 10645 32
10645 5721 32
5721 9227 32
9227 1952 32
1952 7342 48
7342 1048 48
1048 6609 64
6609 3434 64
3434 9478 64
9478 2528 64
2528 6032 32
6032 4734 32
4734 3125 48
3125 8750 48
8750 2084 64
2084 6740 127
6740 11241 96
11241 512 64
512 433 110
433 1429 64
1429 9718 96
9718 5662 128
5662 9486 110
9486 3260 127
3260 8465 64
8465 4091 110
4091 10568 110
10568 7238 144
7238 8763 110
8763 2983 110
2983 10796 181
10796 10842 110
10842 874 110
874 6724 128
6724 9320 96
9320 9458 64
9458 6493 110
6493 4776 64
4776 4663 96
4663 3997 110
3997 10806 96
10806 8806 64
8806 1816 110
1816 1955 64
1955 1666 96
1666 3923 110
3923 7203 96
7203 6 64
6 11810 128
11810 9457 110
9457 2596 110
2596 896 110
896 5538 110
5538 6755 110
6755 11463 110
11463 5947 128
5947 4719 96
4719 6435 64
6435 6664 64
6664 4845 64
4845 5812 110
5812 3758 64
3758 4150 64
4150 1179 64
1179 7096 96
7096 10799 110
10799 5863 96
5863 2212 64
2212 1006 64
1006 3228 64
3228 8765 110
8765 7417 64
7417 2705 64
2705 2338 64
2338 6375 96
6375 7620 110
7620 6894 96
6894 9417 64
9417 9459 64
9459 11143 64
11143 2343 110
2343 4245 64
4245 8414 64
8414 1265 64
1265 2558 96
2558 11176 110
11176 7728 96
7728 10532 64
10532 941 64
941 6275 64
6275 10751 128
10751 924 110
924 11482 110
11482 1258 96
1258 4276 64
4276 8380 110
8380 5619 64
5619 8033 96
8033 601 110
601 9116 96
9116 4105 64
4105 2233 110
2233 3111 64
3111 6879 96
6879 4681 110
4681 3194 96
3194 10098 64
10098 10219 128
10219 7002 96
7002 1056 128
1056 11278 64
11278 5297 110
5297 10012 32
10012 9984 32
9984 6002 128
6002 8207 96
8207 5053 110
5053 4830 96
4830 7509 110
7509 11825 32
11825 3965 64
3965 4106 110
4106 5122 96
5122 3333 128
3333 11831 64
11831 5331 128
5331 2703 146
2703 2629 96
2629 6455 128
6455 7072 64
7072 7424 110
7424 10911 64
10911 7963 32
7963 9800 96
9800 1863 110
1863 303 110
303 1292 96
1292 11700 64
11700 6306 96
6306 2759 160
2759 5627 115
5627 5238 32
5238 10068 48
10068 4439 146
4439 4800 144
4800 401 224
401 8764 64
8764 8649 128
8649 6042 96
6042 3829 115
3829 1730 32
1730 1201 64
1201 10992 64
10992 7789 110
7789 74 96
74 6203 32
6203 209 32
209 210 32
210 7549 32
7549 10949 64
10949 7379 64
7379 10761 64
10761 6409 96
6409 11073 64
11073 8692 32
8692 8512 64
8512 9001 32
9001 9294 32
9294 10555 32
10555 11093 32
11093 4670 32
4670 1430 32
1430 8121 32
8121 7935 64
7935 8525 64
8525 1409 96
1409 6707 128
6707 7061 64
